,Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,OverDue,Project,Report Forms Status,Report Forms Group,Created_Sec,Status Changed_Sec,Create_to_Last_StatusChanged(s),Create_to_Last_StatusChanged(weeks),Create_to_Last_StatusChanged(days)
7812,F127607.9,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,25/05/2020,Safety Forms,16/06/2020,0,1,False,1335,Closed,Safety,1590357600,1592258400,1900800,3,22
7813,F103672.107,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,25/05/2020,Safety Forms,26/05/2020,0,0,False,1335,Closed,Safety,1590357600,1590444000,86400,0,1
7815,F125961.3,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,22/05/2020,Safety Forms,05/06/2020,0,5,False,1335,Closed,Safety,1590098400,1591308000,1209600,2,14
7816,F103672.106,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,22/05/2020,Safety Forms,26/05/2020,0,0,False,1335,Closed,Safety,1590098400,1590444000,345600,0,4
7819,F103672.105,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,21/05/2020,Safety Forms,26/05/2020,0,0,False,1335,Closed,Safety,1590012000,1590444000,432000,0,5
7820,F103672.104,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,21/05/2020,Safety Forms,27/05/2020,0,12,False,1335,Closed,Safety,1590012000,1590530400,518400,0,6
7822,F103672.103,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/05/2020,Safety Forms,23/06/2020,0,3,False,1335,Closed,Safety,1589925600,1592863200,2937600,4,34
7823,F103672.102,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,20/05/2020,Safety Forms,26/05/2020,0,0,False,1335,Closed,Safety,1589925600,1590444000,518400,0,6
7826,F103672.100,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,19/05/2020,Safety Forms,26/05/2020,0,0,False,1335,Closed,Safety,1589839200,1590444000,604800,1,7
7828,F103672.99,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,19/05/2020,Safety Forms,08/06/2020,0,4,False,1335,Closed,Safety,1589839200,1591567200,1728000,2,20
7830,F127607.2,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,18/05/2020,Safety Forms,16/06/2020,0,8,False,1335,Closed,Safety,1589752800,1592258400,2505600,4,29
7837,F125961.2,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,27/03/2020,Safety Forms,31/03/2020,0,6,False,1335,Closed,Safety,1585263600,1585605600,342000,0,3
7843,F103672.97,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,26/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1585177200,1585605600,428400,0,4
7844,F103672.96,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,26/03/2020,Safety Forms,31/03/2020,0,7,False,1335,Closed,Safety,1585177200,1585605600,428400,0,4
7847,F102906.13,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,25/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1585090800,1585605600,514800,0,5
7853,F102906.12,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,24/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1585004400,1585605600,601200,0,6
7854,F103672.94,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/03/2020,Safety Forms,31/03/2020,0,3,False,1335,Closed,Safety,1585004400,1585605600,601200,0,6
7856,F102906.11,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,23/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1584918000,1585605600,687600,1,7
7859,F103672.93,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/03/2020,Safety Forms,31/03/2020,0,4,False,1335,Closed,Safety,1584658800,1585605600,946800,1,10
7861,F103672.92,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,20/03/2020,Safety Forms,31/03/2020,0,1,False,1335,Closed,Safety,1584658800,1585605600,946800,1,10
7862,F102906.10,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/03/2020,Safety Forms,23/03/2020,0,2,False,1335,Closed,Safety,1584658800,1584918000,259200,0,3
7863,F103672.91,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,20/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1584658800,1585605600,946800,1,10
7917,F103672.90,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,19/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1584572400,1585605600,1033200,1,11
7918,F103672.89,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,19/03/2020,Safety Forms,31/03/2020,0,11,False,1335,Closed,Safety,1584572400,1585605600,1033200,1,11
7921,F102906.9,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,18/03/2020,Safety Forms,19/03/2020,0,1,False,1335,Closed,Safety,1584486000,1584572400,86400,0,1
7922,F102906.8,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,18/03/2020,Safety Forms,19/03/2020,0,6,False,1335,Closed,Safety,1584486000,1584572400,86400,0,1
7923,F102906.7,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,18/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1584486000,1585605600,1119600,1,12
7925,F103672.87,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,16/03/2020,Safety Forms,19/03/2020,0,3,False,1335,Closed,Safety,1584313200,1584572400,259200,0,3
7929,F102906.6,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,13/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1584054000,1585605600,1551600,2,17
7930,F103672.84,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,13/03/2020,Safety Forms,19/03/2020,0,5,False,1335,Closed,Safety,1584054000,1584572400,518400,0,6
7934,F103672.81,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,12/03/2020,Safety Forms,19/03/2020,0,8,False,1335,Closed,Safety,1583967600,1584572400,604800,1,7
7935,F103672.80,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,12/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1583967600,1585605600,1638000,2,18
7938,F103673.110,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/03/2020,Safety Forms,13/03/2020,0,4,False,1335,Closed,Safety,1583794800,1584054000,259200,0,3
7941,F103675.37,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/03/2020,Safety Forms,13/03/2020,0,5,False,1335,Closed,Safety,1583794800,1584054000,259200,0,3
7944,F103673.107,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/03/2020,Safety Forms,13/03/2020,0,5,False,1335,Closed,Safety,1583449200,1584054000,604800,1,7
7948,F103672.79,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,05/03/2020,Safety Forms,19/03/2020,0,11,False,1335,Closed,Safety,1583362800,1584572400,1209600,2,14
7952,F103672.78,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,04/03/2020,Safety Forms,05/03/2020,0,5,False,1335,Closed,Safety,1583276400,1583362800,86400,0,1
7956,F103673.102,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,03/03/2020,Safety Forms,05/03/2020,0,4,False,1335,Closed,Safety,1583190000,1583362800,172800,0,2
7957,F103673.101,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,02/03/2020,Safety Forms,31/03/2020,0,0,False,1335,Closed,Safety,1583103600,1585605600,2502000,4,28
7961,F103675.33,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,02/03/2020,Safety Forms,05/03/2020,0,4,False,1335,Closed,Safety,1583103600,1583362800,259200,0,3
7967,F103672.75,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,27/02/2020,Safety Forms,05/03/2020,0,10,False,1335,Closed,Safety,1582758000,1583362800,604800,1,7
7970,F103672.74,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,26/02/2020,Safety Forms,05/03/2020,0,5,False,1335,Closed,Safety,1582671600,1583362800,691200,1,8
7973,F103672.73,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,25/02/2020,Safety Forms,05/03/2020,0,5,False,1335,Closed,Safety,1582585200,1583362800,777600,1,9
7975,F103675.26,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/02/2020,Safety Forms,05/03/2020,0,5,False,1335,Closed,Safety,1582498800,1583362800,864000,1,10
7979,F103673.93,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,22/02/2020,Safety Forms,19/03/2020,0,4,False,1335,Closed,Safety,1582326000,1584572400,2246400,3,26
7990,F103672.72,Closed,EHS Management>JPC Project Management,EHS Inspection.,20/02/2020,Safety Forms,24/02/2020,0,10,False,1335,Closed,Safety,1582153200,1582498800,345600,0,4
7993,F103673.86,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,19/02/2020,Safety Forms,24/02/2020,0,5,False,1335,Closed,Safety,1582066800,1582498800,432000,0,5
7996,F103672.71,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,18/02/2020,Safety Forms,24/02/2020,0,4,False,1335,Closed,Safety,1581980400,1582498800,518400,0,6
7998,F103675.16,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,17/02/2020,Safety Forms,24/02/2020,0,5,False,1335,Closed,Safety,1581894000,1582498800,604800,1,7
8002,F103673.83,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/02/2020,Safety Forms,17/02/2020,0,0,False,1335,Closed,Safety,1581634800,1581894000,259200,0,3
8006,F103672.40,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/01/2020,Safety Forms,17/02/2020,0,4,False,1335,Closed,Safety,1579820400,1581894000,2073600,3,24
8009,F103672.37,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,23/01/2020,Safety Forms,17/02/2020,0,9,False,1335,Closed,Safety,1579734000,1581894000,2160000,3,25
8017,F103672.36,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,21/01/2020,Safety Forms,29/01/2020,0,3,False,1335,Closed,Safety,1579561200,1580252400,691200,1,8
8018,F103672.35,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/01/2020,Safety Forms,20/01/2020,0,4,False,1335,Closed,Safety,1579474800,1579474800,0,0,0
8019,F103672.34,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,20/01/2020,Safety Forms,20/01/2020,0,0,False,1335,Closed,Safety,1579474800,1579474800,0,0,0
8025,F103672.30,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,17/01/2020,Safety Forms,20/01/2020,0,4,False,1335,Closed,Safety,1579215600,1579474800,259200,0,3
8032,F103672.29,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,16/01/2020,Safety Forms,20/01/2020,0,9,False,1335,Closed,Safety,1579129200,1579474800,345600,0,4
8041,F103672.28,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/01/2020,Safety Forms,20/01/2020,0,4,False,1335,Closed,Safety,1578956400,1579474800,518400,0,6
8045,F103672.25,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,13/01/2020,Safety Forms,20/01/2020,0,1,False,1335,Closed,Safety,1578870000,1579474800,604800,1,7
8048,F103673.26,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/01/2020,Safety Forms,10/01/2020,0,1,False,1335,Closed,Safety,1578610800,1578610800,0,0,0
8049,F103672.23,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/01/2020,Safety Forms,13/01/2020,0,5,False,1335,Closed,Safety,1578610800,1578870000,259200,0,3
8060,F103672.18,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,09/01/2020,Safety Forms,14/01/2020,0,8,False,1335,Closed,Safety,1578524400,1578956400,432000,0,5
8065,F103665.24,Completed and signed off,1335 - Adare Manor GAB,EHS Managment Inspection - Daily,08/01/2020,Safety Forms,06/04/2020,0,0,False,1335,Closed,Safety,1578438000,1586124000,7686000,12,88
8069,F103673.17,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,07/01/2020,Safety Forms,20/01/2020,0,3,False,1335,Closed,Safety,1578351600,1579474800,1123200,1,13
8074,F103673.14,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/01/2020,Safety Forms,10/01/2020,0,3,False,1335,Closed,Safety,1578265200,1578610800,345600,0,4
8077,F103672.17,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,19/12/2019,Safety Forms,20/12/2019,0,9,False,1335,Closed,Safety,1576710000,1576796400,86400,0,1
8078,F103665.18,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,18/12/2019,Safety Forms,06/01/2020,0,0,False,1335,Closed,Safety,1576623600,1578265200,1641600,2,19
8079,F103672.16,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,17/12/2019,Safety Forms,06/01/2020,0,3,False,1335,Closed,Safety,1576537200,1578265200,1728000,2,20
8082,F103672.15,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,13/12/2019,Safety Forms,06/01/2020,0,11,False,1335,Closed,Safety,1576191600,1578265200,2073600,3,24
8086,F103665.16,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,11/12/2019,Safety Forms,06/01/2020,0,0,False,1335,Closed,Safety,1576018800,1578265200,2246400,3,26
8087,F103665.15,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,11/12/2019,Safety Forms,06/01/2020,0,0,False,1335,Closed,Safety,1576018800,1578265200,2246400,3,26
8089,F103672.14,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/12/2019,Safety Forms,06/01/2020,0,3,False,1335,Closed,Safety,1575932400,1578265200,2332800,3,27
8093,F110033.18,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,09/12/2019,Safety Forms,06/01/2020,0,1,False,1335,Closed,Safety,1575846000,1578265200,2419200,4,28
8094,F110033.17,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,09/12/2019,Safety Forms,06/01/2020,0,0,False,1335,Closed,Safety,1575846000,1578265200,2419200,4,28
8095,F110033.16,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,09/12/2019,Safety Forms,06/01/2020,0,0,False,1335,Closed,Safety,1575846000,1578265200,2419200,4,28
8097,F103672.12,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,09/12/2019,Safety Forms,06/01/2020,0,0,False,1335,Closed,Safety,1575846000,1578265200,2419200,4,28
8098,F103672.10,Closed,EHS Management>JPC Project Management,EHS Inspection.,09/12/2019,Safety Forms,06/01/2020,0,0,False,1335,Closed,Safety,1575846000,1578265200,2419200,4,28
8102,F103673.5,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/12/2019,Safety Forms,06/01/2020,0,4,False,1335,Closed,Safety,1575586800,1578265200,2678400,4,31
8106,F103672.66,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,13/02/2020,Safety Forms,17/02/2020,0,9,False,1335,Closed,Safety,1581548400,1581894000,345600,0,4
8107,F103673.80,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,12/02/2020,Safety Forms,17/02/2020,0,6,False,1335,Closed,Safety,1581462000,1581894000,432000,0,5
8113,F103672.65,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,11/02/2020,Safety Forms,24/02/2020,0,0,False,1335,Closed,Safety,1581375600,1582498800,1123200,1,13
8115,F103672.63,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,11/02/2020,Safety Forms,17/02/2020,0,4,False,1335,Closed,Safety,1581375600,1581894000,518400,0,6
8118,F103675.5,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,08/02/2020,Safety Forms,17/02/2020,0,1,False,1335,Closed,Safety,1581116400,1581894000,777600,1,9
8119,F103672.62,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,07/02/2020,Safety Forms,17/02/2020,0,8,False,1335,Closed,Safety,1581030000,1581894000,864000,1,10
